chrom	start	end	geneid	genename
15	25481231	25481313	NR_003344	SNORD115-29
15	25470349	25470431	NR_003345	SNORD115-30
15	25434560	25434642	NR_003344	SNORD115-29
15	25474113	25474195	NR_003347	SNORD115-32
15	25472255	25472337	NR_003346	SNORD115-31
15	25475984	25476066	NR_003348	SNORD115-33
15	25436562	25436644	NR_003301	SNORD115-9
15	25429452	25429534	NR_003300	SNORD115-8
15	25477533	25477615	NR_003349	SNORD115-34
15	25494344	25494426	NR_003351	SNORD115-36
15	25479393	25479475	NR_003350	SNORD115-35
15	25449503	25449585	NR_003311	SNORD115-19
15	25446469	25446551	NR_003310	SNORD115-18
15	25456838	25457180	NR_022010	PAR4
15	25488760	25488842	NR_003355	SNORD115-40
15	25492491	25492573	NR_003302	SNORD115-10
15	25486892	25486974	NR_003354	SNORD115-39
15	25446469	25446551	NR_003309	SNORD115-17
15	25448373	25448455	NR_003309	SNORD115-17
15	25449503	25449585	NR_003309	SNORD115-17
15	25444594	25444676	NR_003308	SNORD115-16
15	25446469	25446551	NR_003311	SNORD115-19
15	25448373	25448455	NR_003311	SNORD115-19
15	25440067	25440148	NR_003306	SNORD115-14
15	25438467	25438549	NR_003305	SNORD115-13
15	25430777	25430859	NR_003304	SNORD115-12
15	25436562	25436644	NR_003304	SNORD115-12
15	25434560	25434642	NR_003303	SNORD115-11
15	25468392	25468474	NR_003303	SNORD115-11
15	25481231	25481313	NR_003303	SNORD115-11
15	25494344	25494426	NR_003303	SNORD115-11
15	25430777	25430859	NR_003302	SNORD115-10
15	25432682	25432763	NR_003302	SNORD115-10
15	25582395	25684175	NM_000462	UBE3A
15	25582395	25650653	NM_130838	UBE3A
15	25582395	25684175	NM_130839	UBE3A
15	26093893	26093972	NR_039865	MIR4715
15	26360959	26371518	NR_038851	LOC503519
15	26360959	26378184	NR_038852	LOC503519
15	28623783	28637171	NR_033353	GOLGA8G
15	28623783	28636412	NR_033351	GOLGA8F
15	28671636	28671730	NR_039733	MIR4509-2
15	28671636	28671730	NR_039732	MIR4509-1
15	28671636	28671730	NR_039734	MIR4509-3
15	28764756	28778143	NR_033353	GOLGA8G
15	28765515	28778143	NR_033351	GOLGA8F
15	28735897	28735991	NR_039733	MIR4509-2
15	28735897	28735991	NR_039732	MIR4509-1
15	28735897	28735991	NR_039734	MIR4509-3
15	28899587	28930410	NR_036443	HERC2P9
15	28982728	29003508	NR_026589	WHAMMP2
15	29033388	29034538	NR_036475	LOC100289656
15	29560352	29562020	NM_138704	NDNL2
15	30488238	30506743	NR_026771	DKFZP434L187
15	30427989	30439395	NR_033933	LOC653075
15	30864757	30892911	NR_027470	ULK4P2
15	30918878	30931013	NM_001039841	ARHGAP11B
15	30864757	30892911	NR_026858	ULK4P1
15	31196054	31203991	NM_001146095	FAN1
15	31231143	31283807	NM_017762	MTMR10
15	31196075	31203991	NM_001146094	FAN1
15	31196075	31203991	NM_001146096	FAN1
15	31196075	31235310	NM_014967	FAN1
15	31357234	31357344	NR_029624	MIR211
15	31361592	31393929	NM_001252030	TRPM1
15	31514970	31523050	NM_001243538	LOC283710
15	31619082	31670102	NM_015995	KLF13
15	32698800	32727065	NR_026859	ULK4P3
15	32698811	32727250	NR_027470	ULK4P2
15	32698811	32727250	NR_026858	ULK4P1
15	32812048	32825942	NR_036650	LOC100288615
15	33010204	33026870	NM_013372	GREM1
15	32907690	32931868	NM_014783	ARHGAP11A
15	32933869	32989298	NM_003020	SCG5
15	32933869	32989298	NM_001144757	SCG5
15	33010204	33026870	NM_001191323	GREM1
15	33010204	33026870	NM_001191322	GREM1
15	32907690	32928382	NM_199357	ARHGAP11A
15	33528676	33539756	NR_046005	TMCO5B
15	34376223	34394053	NM_020154	C15orf24
15	34394273	34396591	NM_152595	PGBD4
15	34517244	34522352	NM_016454	TMEM85
15	34671269	34729667	NR_027409	GOLGA8A
15	34638065	34649931	NM_175741	C15orf55
15	34674269	34674351	NR_036261	MIR1233-2
15	34674269	34674351	NR_036050	MIR1233-1
15	34651088	34659395	NM_153613	LPCAT4
15	34671269	34682001	NM_181077	GOLGA8A
15	34633916	34635362	NM_018648	NOP10
15	34820490	34820572	NR_036261	MIR1233-2
15	34820490	34820572	NR_036050	MIR1233-1
15	34817483	34828222	NM_001023567	GOLGA8B
15	35080296	35087927	NM_005159	ACTC1
15	35044678	35046689	NM_020660	GJD2
15	35270541	35280497	NM_014106	ZNF770
15	35529526	35530264	NR_003144	ANP32AP1
15	35664456	35664565	NR_037507	MIR3942
15	35812473	35838404	NM_001141972	ATPBD4
15	36219056	36219124	NR_039735	MIR4510
15	37156643	37178734	NR_024264	LOC145845
15	38227456	38243623	NM_152453	TMCO5A
15	38545051	38649450	NM_152594	SPRED1
15	38746327	38777063	NM_173611	FAM98B
15	38746327	38773829	NM_001042429	FAM98B
15	38988798	38992239	NM_207444	C15orf53
15	39542884	39547048	NM_207445	C15orf54
15	39873279	39889668	NM_003246	THBS1
15	40327890	40331389	NM_003134	SRP14
15	40331511	40349201	NR_040062	LOC100131089
15	40331511	40349201	NR_040061	LOC100131089
15	40331511	40359710	NR_040059	LOC100131089
15	40331511	40359710	NR_040060	LOC100131089
15	40380091	40398639	NM_033503	BMF
15	40380091	40398287	NM_001003943	BMF
15	40380091	40401075	NM_001003940	BMF
15	40380091	40398287	NM_001003942	BMF
15	40580097	40600174	NM_004573	PLCB2
15	40542867	40545110	NM_001039905	C15orf56
15	40509628	40569688	NM_001128629	PAK6
15	40573644	40574787	NM_001190479	ANKRD63
15	40509628	40569688	NM_001128628	PAK6
15	40532034	40569688	NM_020168	PAK6
15	40643233	40648634	NM_001145643	PHGR1
15	40697685	40713512	NM_002225	IVD
15	40733410	40760441	NM_014952	BAHD1
15	40697685	40713512	NM_001159508	IVD
15	40674921	40686489	NM_001142761	C15orf23
15	40674921	40686489	NM_001142762	C15orf23
15	40650433	40663256	NM_033510	DISP2
15	40674921	40686489	NM_033286	C15orf23
15	40845297	40857252	NM_001080792	C15orf57
15	40824082	40824749	NR_002208	MRPL42P5
15	40845297	40857252	NM_052849	C15orf57
15	40845297	40857252	NM_001080791	C15orf57
15	40861536	40866661	NM_152260	RPUSD2
15	40987326	41024356	NM_133487	RAD51
15	40987326	41024356	NM_001164270	RAD51
15	40987377	41024356	NM_001164269	RAD51
15	40987326	41024356	NM_002875	RAD51
15	40985952	40987303	NR_040058	LOC100505648
15	41136245	41149853	NM_003710	SPINT1
15	41028085	41047458	NM_018145	FAM82A2
15	41136642	41149853	NM_001032367	SPINT1
15	41060066	41099676	NM_018163	DNAJC17
15	41107642	41120907	NM_001130143	PPP1R14D
15	41056284	41059911	NM_005258	GCHFR
15	41107642	41120907	NM_017726	PPP1R14D
15	41062158	41064648	NM_001130448	C15orf62
15	41099273	41106767	NM_001077268	ZFYVE19
15	41136245	41149853	NM_181642	SPINT1
15	41245635	41248717	NM_024111	CHAC1
15	41164411	41166487	NM_133639	RHOV
15	41221530	41231258	NM_019074	DLL4
15	41245635	41248717	NM_001142776	CHAC1
15	41186627	41196173	NM_020857	VPS18
15	41474930	41522895	NM_152596	EXD1
15	41624891	41673248	NM_001243142	NUSAP1
15	41624891	41673248	NM_001243144	NUSAP1
15	41624891	41673248	NM_001243143	NUSAP1
15	41624891	41673248	NM_016359	NUSAP1
15	41601465	41624819	NM_007280	OIP5
15	41624891	41673248	NM_018454	NUSAP1
15	41576200	41591795	NR_026757	OIP5-AS1
15	41795839	41806085	NM_001135685	LTK
15	41709301	41775761	NM_015138	RTF1
15	41786055	41795757	NM_002220	ITPKA
15	41795839	41806085	NM_002344	LTK
15	41795839	41806085	NM_206961	LTK
15	41851219	41871536	NM_006293	TYRO3
15	41983782	41983876	NR_030356	MIR626
15	41952609	42062141	NM_001164273	MGA
15	41952609	42062141	NM_001080541	MGA
15	42140343	42186275	NM_016642	SPTBN5
15	42120282	42129785	NM_001114632	JMJD7
15	42120282	42140346	NM_001198588	JMJD7-PLA2G4B
15	42120282	42140346	NM_005090	JMJD7-PLA2G4B
15	42158692	42158749	NR_036195	MIR4310
15	42131010	42140346	NM_001114633	PLA2G4B
15	42359880	42386752	NM_178034	PLA2G4D
15	42433331	42448839	NR_033151	PLA2G4F
15	42433331	42448839	NM_213600	PLA2G4F
15	42550135	42565755	NM_001110503	TMEM87A
15	42491767	42491864	NR_030357	MIR627
15	42502725	42565755	NM_015497	TMEM87A
15	42651697	42704515	NM_024344	CAPN3
15	42694587	42704515	NM_173088	CAPN3
15	42696976	42704515	NM_173090	CAPN3
15	42651697	42704515	NM_000070	CAPN3
15	42696976	42704515	NM_173089	CAPN3
15	42651697	42704515	NM_173087	CAPN3
15	42787503	42825259	NM_130798	SNAP23
15	42834719	42841002	NM_153260	LRRC57
15	42787503	42825259	NM_003825	SNAP23
15	43015759	43029417	NM_138477	CDAN1
15	43477465	43489375	NR_045998	CCNDBP1
15	43489425	43513323	NM_001114134	EPB42
15	43477465	43489375	NM_012142	CCNDBP1
15	43477465	43489375	NR_045999	CCNDBP1
15	43425721	43477341	NM_024956	TMEM62
15	43489425	43513323	NM_000119	EPB42
15	43477465	43489375	NR_027513	CCNDBP1
15	43477465	43489375	NR_027514	CCNDBP1
15	43568478	43594453	NM_052955	TGM7
15	43622871	43646096	NM_001159280	ADAL
15	43524792	43559055	NM_004245	TGM5
15	43619973	43622820	NM_014793	LCMT2
15	43622871	43641615	NM_001012969	ADAL
15	43524792	43559055	NM_201631	TGM5
15	43663312	43698240	NM_014444	TUBGCP4
15	43650369	43662258	NM_152455	ZSCAN29
15	43825659	43882451	NM_001130859	PPIP5K1
15	43825659	43877090	NM_014659	PPIP5K1
15	43825659	43882451	NM_001190214	PPIP5K1
15	43885251	43891604	NM_020990	CKMT1B
15	43825659	43882451	NM_001130858	PPIP5K1
15	43809805	43823818	NM_002373	MAP1A
15	43922771	43941039	NM_172095	CATSPER2
15	44028145	44038496	NR_002318	CATSPER2P1
15	43922771	43941039	NM_054020	CATSPER2
15	43985083	43991420	NM_001015001	CKMT1A
15	43931633	43941039	NM_172097	CATSPER2
15	44168023	44170369	NR_003571	LOC728758
15	44096732	44116951	NM_005926	MFAP1
15	44085856	44085957	NR_031695	MIR1282
15	44119111	44160617	NM_024908	WDR76
15	44084173	44088287	NM_001199876	SERF2
15	44084173	44088287	NM_001199875	SERF2
15	44119111	44160617	NM_001167941	WDR76
15	44084039	44088287	NM_001018108	SERF2
15	44092618	44094769	NM_016400	C15orf63
15	44084173	44094769	NR_037673	SERF2-C15ORF63
15	44087164	44092255	NM_001033517	SERINC4
15	44064797	44069502	NM_025165	ELL3
15	44084574	44088287	NM_001199878	SERF2
15	44069293	44088287	NM_001199877	SERF2
15	44092618	44094769	NM_001199885	C15orf63
15	44084173	44088287	NR_037672	SERF2
15	44719578	44819429	NM_016396	CTDSPL2
15	44854893	44955876	NM_025137	SPG11
15	44829265	44855001	NM_003758	EIF3J
15	44854893	44955876	NM_001160227	SPG11
15	44826702	44829098	NR_034171	LOC645212
15	44826702	44829121	NR_034170	LOC645212
15	44957929	44969086	NM_001145112	PATL2
15	45028559	45060025	NM_080745	TRIM69
15	45003684	45010357	NM_004048	B2M
15	45028559	45060025	NM_182985	TRIM69
15	45248902	45271421	NM_152448	C15orf43
15	45406522	45410301	NM_207581	DUOXA2
15	45409685	45422057	NM_144565	DUOXA1
15	45384851	45406359	NM_014080	DUOX2
15	45422191	45457774	NM_017434	DUOX1
15	45422191	45457774	NM_175940	DUOX1
15	45544427	45568132	NM_004212	SLC28A2
15	45725247	45725327	NR_030599	MIR147B
15	45722762	45725647	NM_032413	C15orf48
15	45722762	45725647	NM_197955	C15orf48
15	45670897	45672321	NR_033252	LOC145663
15	45653321	45670980	NM_001482	GATM
15	45694518	45713616	NR_027635	SPATA5L1
15	45694518	45713616	NM_024063	SPATA5L1
15	45774679	45815002	NM_013309	SLC30A4
15	45803333	45848928	NR_022014	HMGN2P46
15	45879416	45901909	NM_012388	PLDN
15	45927255	45983479	NM_021199	SQRDL
15	48010685	48066420	NM_153616	SEMA6D
15	48010685	48066420	NM_020858	SEMA6D
15	48010685	48066420	NM_153619	SEMA6D
15	48010685	48066420	NM_153618	SEMA6D
15	48010685	48066420	NM_153617	SEMA6D
15	48010685	48057677	NM_024966	SEMA6D
15	48431628	48470558	NM_016132	MYEF2
15	48483866	48495951	NM_001145668	CTXN2
15	48413168	48434589	NM_205850	SLC24A5
15	48498497	48596275	NM_001184832	SLC12A1
15	48498497	48596275	NM_000338	SLC12A1
15	49030134	49103343	NM_014985	CEP152
15	49030134	49103343	NM_001194998	CEP152
15	49170289	49172380	NM_014335	EID1
15	49448494	49450822	NR_036507	LOC100306975
15	49417470	49447854	NM_004236	COPS2
15	49417470	49447854	NM_001143887	COPS2
15	49461266	49461350	NR_039866	MIR4716
15	49715374	49779523	NM_002009	FGF7
15	49913225	49937333	NM_020234	DTWD1
15	49913225	49937333	NM_001144955	DTWD1
15	50474392	50528589	NM_003645	SLC27A2
15	50474392	50528589	NM_001159629	SLC27A2
15	50534145	50558162	NM_002112	HDC
15	50641134	50647076	NR_026891	FLJ10038
15	50646370	50650503	NR_024490	LOC100129387
15	50652525	50652607	NR_039862	MIR4712
15	50792758	50838902	NM_203494	USP50
15	50999736	51057910	NM_032802	SPPL2A
15	51236325	51238762	NR_027642	LOC100132724
15	51534386	51534461	NR_039863	MIR4713
15	51973549	52013223	NM_013243	SCG3
15	51973549	52013223	NM_001165257	SCG3
15	52015260	52030320	NM_153374	LYSMD2
15	52043757	52108558	NM_014548	TMOD2
15	52043757	52108558	NM_001142885	TMOD2
15	52230221	52263958	NM_138792	LEO1
15	52401821	52404972	NM_020396	BCL2L10
15	52311410	52358462	NM_002748	MAPK6
15	52569313	52569397	NR_031670	MIR1266
15	52839431	52861213	NM_006628	ARPP19
15	53049352	53082209	NM_004498	ONECUT1
15	55473511	55489231	NM_016304	RSL24D1
15	55495163	55562484	NM_183234	RAB27A
15	55495163	55562592	NM_004580	RAB27A
15	55495163	55563107	NM_183236	RAB27A
15	55665137	55665232	NR_030358	MIR628
15	55647420	55700708	NM_020739	CCPG1
15	55647420	55700708	NM_001204451	CCPG1
15	55647420	55700708	NM_001204450	CCPG1
15	55647420	55700574	NM_004748	CCPG1
15	55611132	55647846	NM_004855	PIGB
15	55722505	55800432	NM_130810	DYX1C1
15	55709953	55800432	NM_001033560	DYX1C1
15	55722505	55800432	NM_001033559	DYX1C1
15	55838220	55881050	NM_015617	PYGO1
15	56119121	56209329	NM_198400	NEDD4
15	56657643	56738072	NM_198524	TEX9
15	57178367	57210697	NR_015419	LOC145783
15	57592562	57599967	NR_024433	LOC283663
15	57998900	58009753	NM_015532	POLR2M
15	57998900	58009753	NR_027390	POLR2M
15	57998900	58009753	NM_001018102	POLR2M
15	58245621	58306295	NM_170697	ALDH1A2
15	58983301	58985324	NR_002927	HSP90AB4P
15	59171243	59225852	NM_024755	SLTM
15	59171243	59225852	NM_001013843	SLTM
15	59499014	59500785	NM_033195	LDHAL6B
15	59397283	59417244	NM_004701	CCNB2
15	59463381	59463461	NR_031750	MIR2116
15	59955061	59981642	NM_004330	BNIP2
15	59930260	59949737	NM_004492	GTF2A2
15	59903981	59912210	NM_004751	GCNT3
15	60296420	60298142	NM_012182	FOXB1
15	60711807	60771344	NM_024611	NARG2
15	60711807	60771344	NM_001018089	NARG2
15	62359175	62363116	NM_207322	C2CD4A
15	62455736	62457482	NM_001007595	C2CD4B
15	62929370	62937380	NR_026897	MGC15885
15	63116155	63116240	NR_029709	MIR190A
15	63413998	63422026	NM_171846	LACTB
15	63334837	63358292	NM_000366	TPM1
15	63413998	63434260	NM_032857	LACTB
15	63334837	63364113	NM_001018020	TPM1
15	63334837	63364113	NM_001018004	TPM1
15	63340635	63362831	NM_001018008	TPM1
15	63334837	63364113	NM_001018007	TPM1
15	63334837	63364113	NM_001018006	TPM1
15	63334837	63358292	NM_001018005	TPM1
15	63445538	63449741	NM_015920	RPS27L
15	63481727	63559973	NM_016530	RAB8B
15	63615729	63674075	NM_206925	CA12
15	63615729	63674075	NM_001218	CA12
15	63879908	63893026	NR_034080	LOC100130855
15	63889551	63894620	NM_203373	FBXL22
15	64364760	64386207	NM_032231	FAM96A
15	64388082	64436433	NM_001242933	SNX1
15	64443915	64449680	NM_024798	SNX22
15	64388082	64436433	NM_003099	SNX1
15	64448013	64455354	NM_000942	PPIB
15	64388082	64436433	NM_148955	SNX1
15	64364760	64386207	NM_001014812	FAM96A
15	64680002	64747502	NM_016213	TRIP4
15	64657210	64673702	NM_001029989	KIAA0101
15	64657210	64673702	NM_014736	KIAA0101
15	64979772	64995462	NM_002537	OAZ2
15	65054585	65054714	NR_031674	MIR1272
15	65107832	65117838	NM_025049	PIF1
15	65032094	65067770	NM_194272	RBPMS2
15	65204100	65251041	NM_182703	ANKDD1A
15	65345674	65360388	NM_016563	RASL12
15	65293849	65321977	NM_139242	MTFMT
15	65385341	65398697	NM_001163692	UBAP1L
15	65369153	65372276	NM_001101362	KBTBD13
15	65337707	65345734	NM_178859	OSTBETA
15	65442783	65477563	NM_006660	CLPX
15	65409716	65426174	NM_005707	PDCD7
15	65488336	65503840	NM_003613	CILP
15	65550436	65579018	NM_017851	PARP16
15	65673824	65715410	NM_020962	IGDCC4
15	65822826	65870693	NM_016395	PTPLAD1
15	65871095	65903486	NR_045106	C15orf44
15	65871095	65903627	NR_045901	C15orf44
15	65871095	65903486	NR_045105	C15orf44
15	65871095	65903627	NM_001207059	C15orf44
15	65871095	65903627	NM_001207058	C15orf44
15	65871095	65903627	NR_045107	C15orf44
15	65871095	65903627	NR_045104	C15orf44
15	65935242	65948598	NM_001254740	SLC24A1
15	66011583	66011670	NR_039736	MIR4511
15	66161796	66184329	NM_001206836	RAB11A
15	66161796	66184329	NM_004663	RAB11A
15	66332570	66332670	NR_036196	MIR4311
15	66639543	66639680	NR_004388	SCARNA14
15	66585632	66626236	NM_133375	DIS3L
15	66585919	66626236	NM_001143688	DIS3L
15	66629007	66649054	NM_017858	TIPIN
15	66797430	66841822	NR_003105	ZWILCH
15	66793589	66793656	NR_002443	SNORD18C
15	66794359	66794429	NR_002442	SNORD18B
15	66795148	66795248	NR_002440	SNORD16
15	66795582	66795652	NR_002441	SNORD18A
15	66797430	66841822	NM_017975	ZWILCH
15	66782665	66790146	NM_006049	SNAPC5
15	66791652	66797193	NM_000968	RPL4
15	67000929	67074337	NM_001142861	SMAD6
15	66994673	67074337	NM_005585	SMAD6
15	66994673	67074337	NR_027654	SMAD6
15	67458492	67487533	NM_001145104	SMAD3
15	67430358	67487533	NM_001145103	SMAD3
15	67418053	67487533	NM_001145102	SMAD3
15	67547137	67599561	NM_022784	IQCH
15	67807259	67814182	NR_040054	LOC100506686
15	67807259	67813311	NR_040055	LOC100506686
15	67807259	67813400	NR_040056	LOC100506686
15	67813521	67819641	NM_001143936	C15orf61
15	68117940	68126174	NM_001031807	SKOR1
15	68483042	68498448	NM_033429	CALML4
15	68499329	68522080	NM_017882	CLN6
15	68483042	68498448	NM_001031733	CALML4
15	68570140	68583640	NM_015322	FEM1B
15	69096159	69099440	NR_026808	ANP32A-IT1
15	69094188	69094264	NR_036197	MIR4312
15	69222838	69239150	NM_145658	SPESP1
15	69373189	69388163	NR_026949	LINC00277
15	69606741	69699976	NM_001104554	PAQR5
15	69745158	69747884	NM_213725	RPLP1
15	69745158	69747884	NM_001003	RPLP1
15	70127572	70135306	NR_026764	C15orf50
15	70371710	70371807	NR_030714	MIR629
15	70946892	70994620	NM_001008224	UACA
15	71123888	71146498	NM_018357	LARP6
15	71143767	71146498	NM_197958	LARP6
15	71173680	71184772	NM_020147	THAP10
15	71402582	71407839	NM_001102658	CT62
15	72102893	72107270	NM_016346	NR2E3
15	72102893	72110597	NM_014249	NR2E3
15	72406598	72433311	NM_001166340	SENP8
15	72410630	72433311	NM_001172111	SENP8
15	72409191	72433311	NM_001172109	SENP8
15	72409245	72433311	NM_001172110	SENP8
15	72410630	72433311	NM_145204	SENP8
15	72577067	72598656	NM_001172685	CELF6
15	72533521	72563628	NM_020214	PARP6
15	72491369	72523727	NM_002654	PKM2
15	72577067	72612287	NM_001172684	CELF6
15	72491369	72523727	NM_182471	PKM2
15	72491369	72523727	NM_182470	PKM2
15	72577067	72612525	NM_052840	CELF6
15	72491369	72523727	NM_001206796	PKM2
15	72491369	72522063	NM_001206799	PKM2
15	72491369	72523727	NM_001206798	PKM2
15	72491369	72523727	NM_001206797	PKM2
15	72690667	72700708	NM_001080462	TMEM202
15	72635777	72668520	NM_000520	HEXA
15	72668453	72671129	NR_027262	C15orf34
15	72968122	72978490	NR_002780	HIGD2B
15	72879557	72879654	NR_030359	MIR630
15	72947037	72959738	NM_018652	GOLGA6B
15	73043707	73076126	NR_023319	ADPGK
15	73043707	73076126	NR_023318	ADPGK
15	73075175	73090540	NR_040107	LOC100287559
15	73043707	73076126	NM_031284	ADPGK
15	73612199	73661605	NM_005477	HCN4
15	73976621	74006859	NM_025240	CD276
15	74032140	74043816	NM_001039614	C15orf59
15	73976621	74006859	NM_001024736	CD276
15	74165967	74181556	NM_153356	TBC1D21
15	74209808	74220589	NR_040068	LOC100287616
15	74209808	74220127	NR_040067	LOC100287616
15	74218788	74244478	NM_005576	LOXL1
15	74209808	74220127	NR_040066	LOC100287616
15	74209808	74220301	NR_040070	LOC100287616
15	74209808	74220589	NR_040069	LOC100287616
15	74275558	74284689	NM_001256672	STOML1
15	74275558	74284689	NM_001256673	STOML1
15	74275558	74284689	NM_001256674	STOML1
15	74275558	74284689	NM_001256675	STOML1
15	74275558	74284689	NM_001256677	STOML1
15	74275558	74284689	NM_004809	STOML1
15	74275558	74286963	NM_001256676	STOML1
15	74422742	74429143	NM_020851	ISLR2
15	74422589	74429143	NM_001130138	ISLR2
15	74421995	74429143	NM_001130137	ISLR2
15	74421714	74429143	NM_001130136	ISLR2
15	74362197	74374891	NM_001038640	GOLGA6A
15	74418713	74421619	NR_027073	LOC283731
15	74466086	74469212	NM_005545	ISLR
15	74486728	74501371	NM_001142620	STRA6
15	74471807	74501371	NM_001142619	STRA6
15	74466904	74469212	NM_201526	ISLR
15	74471807	74502046	NM_001199040	STRA6
15	74471807	74500395	NM_001199041	STRA6
15	74471807	74495556	NM_001142618	STRA6
15	74471807	74495220	NM_001199042	STRA6
15	74471807	74501371	NM_001142617	STRA6
15	74471807	74495220	NM_022369	STRA6
15	74610899	74628482	NM_182791	CCDC33
15	74630102	74658553	NM_001099773	CYP11A1
15	74653892	74654382	NR_045207	LOC729739
15	74630102	74660081	NM_000781	CYP11A1
15	74738317	74753510	NM_032907	UBL7
15	74753605	74773633	NR_038448	LOC440288
15	74738317	74753529	NM_201265	UBL7
15	74753605	74773633	NR_038449	LOC440288
15	74907334	74922542	NM_001130028	CLK3
15	74900712	74922542	NM_003992	CLK3
15	75074424	75095539	NM_004383	CSK
15	75041183	75048941	NM_000761	CYP1A2
15	75011882	75017877	NM_000499	CYP1A1
15	75074424	75095539	NM_001127190	CSK
15	75081012	75081098	NR_039738	MIR4513
15	75182409	75190565	NM_002435	MPI
15	75137196	75165670	NM_005697	SCAMP2
15	75212616	75230495	NM_004255	COX5A
15	75192327	75199462	NM_020447	FAM219B
15	75105193	75118099	NM_021819	LMAN1L
15	75128458	75135552	NM_001099436	ULK3
15	75118950	75124136	NM_001030005	CPLX3
15	75247442	75249775	NM_017793	RPP25
15	75315926	75343067	NM_021823	PPCDC
15	75287875	75313836	NM_001178112	SCAMP5
15	75287875	75313836	NM_001178111	SCAMP5
15	75287875	75313836	NR_033660	SCAMP5
15	75287875	75313836	NM_138967	SCAMP5
15	75550898	75565796	NM_001164404	GOLGA6C
15	75575181	75588148	NM_001145224	GOLGA6D
15	75645951	75646026	NR_030360	MIR631
15	75648132	75660968	NM_001256495	MAN2C1
15	75661719	75748124	NM_001145357	SIN3A
15	75661719	75744087	NM_001145358	SIN3A
15	75661719	75743926	NM_015477	SIN3A
15	75648132	75660968	NM_001256494	MAN2C1
15	75648132	75660968	NM_001256496	MAN2C1
15	75648132	75660968	NM_006715	MAN2C1
15	75639330	75647592	NM_024608	NEIL1
15	75639959	75647592	NM_001256552	NEIL1
15	75639959	75647592	NR_046311	NEIL1
15	75941347	75950968	NM_153271	SNX33
15	75931425	75932664	NM_018285	IMP3
15	75966662	76005189	NM_001897	CSPG4
15	76016318	76020027	NM_175881	ODF3L1
15	76054555	76054656	NR_036198	MIR4313
15	76196199	76227608	NM_147188	FBXO22
15	76225023	76225471	NR_003136	FBXO22-AS1
15	76196199	76223208	NM_012170	FBXO22
15	76196199	76227608	NR_037623	FBXO22
15	76551629	76552493	NR_028510	TYRO3P
15	76629146	76634816	NM_145805	ISL2
15	77287464	77329671	NM_003978	PSTPIP1
15	77223961	77242601	NM_002902	RCN2
15	77336359	77363570	NM_198902	TSPAN3
15	77336359	77363570	NM_005724	TSPAN3
15	77336359	77363570	NM_001168412	TSPAN3
15	77516249	77517746	NR_026813	C15orf5
15	77905368	77924709	NM_032808	LINGO1
15	77934105	77941581	NR_045123	LOC253044
15	78206558	78219188	NR_027024	LOC645752
15	78287326	78369994	NM_015079	TBC1D2B
15	78287326	78369994	NM_144572	TBC1D2B
15	78285574	78286567	NR_026998	LOC91450
15	78396990	78423878	NM_006383	CIB2
15	78441718	78462884	NM_005530	IDH3A
15	78384926	78396393	NM_001101404	SH2D7
15	78556486	78574538	NM_018602	DNAJA4
15	78556988	78574538	NM_001130182	DNAJA4
15	78558559	78574538	NM_001130183	DNAJA4
15	78632665	78640572	NM_004378	CRABP1
15	78575577	78591940	NM_025234	WDR61
15	78857861	78887611	NM_000745	CHRNA5
15	78799905	78829715	NM_001083612	AGPHD1
15	78832746	78841563	NM_002789	PSMA4
15	78832746	78841563	NM_001102668	PSMA4
15	78832746	78841563	NM_001102667	PSMA4
15	78799905	78826012	NM_001013619	AGPHD1
15	78916635	78933587	NM_000750	CHRNB4
15	78916635	78933587	NM_001256567	CHRNB4
15	79051544	79103773	NM_014272	ADAMTS7
15	79044378	79045734	NR_036495	LOC646938
15	79214091	79237420	NM_004390	CTSH
15	79252288	79298002	NM_153815	RASGRF1
15	79502129	79502213	NR_029705	MIR184
15	79575145	79590581	NM_001146341	ANKRD34C
15	79603490	79615189	NM_007364	TMED3
15	79724857	79764642	NM_015206	KIAA1024
15	80191181	80207598	NM_001100879	ST20
15	80191181	80215664	NM_001100880	ST20
15	80135888	80189339	NR_037654	MTHFS
15	80135888	80215448	NM_001199760	ST20-MTHFS
15	80135888	80189627	NM_001199758	MTHFS
15	80191181	80215664	NM_001199757	ST20
15	80135888	80189391	NM_006441	MTHFS
15	80253231	80263643	NM_004049	BCL2A1
15	80253231	80263643	NM_001114735	BCL2A1
15	80352271	80430735	NM_001242913	ZFAND6
15	80351909	80430735	NM_001242912	ZFAND6
15	80351909	80430735	NM_001242911	ZFAND6
15	80351909	80430735	NM_019006	ZFAND6
15	80390757	80430735	NM_001242919	ZFAND6
15	80351909	80430735	NM_001242918	ZFAND6
15	80351909	80430735	NM_001242917	ZFAND6
15	80364902	80430735	NM_001242916	ZFAND6
15	80364902	80430735	NM_001242915	ZFAND6
15	80352501	80430735	NM_001242914	ZFAND6
15	81134318	81134414	NR_030393	MIR549
15	81268094	81282205	NM_015154	MESDC2
15	81293294	81296345	NM_022566	MESDC1
15	81289757	81289814	NR_039739	MIR4514
15	81426643	81441516	NM_173528	C15orf26
15	81605006	81616524	NM_181900	STARD5
15	81589253	81605104	NM_004513	IL16
15	82334127	82338361	NM_032246	MEX3B
15	82633122	82641706	NM_001164465	GOLGA6L10
15	82585620	82626915	NR_045529	LOC390660
15	82821160	82824865	NM_001021	RPS17
